SENTENCE,ITEM 1,ITEM 2,ITEM 3,ITEM 4,ITEM 5
"Other outcome measures were similar for the two groups in each trial, including need for nebulized adrenaline, numbers of patients admitted to intensive care, rate of return to medical care with reoccurrence of croup, and readmission to hospital with croup following discharge from hospital",0,0,0,0,0
We conclude that oral dexamethasone in a dose of 0.15 mg/kg is as effective as 0.3 or 0.6 mg/kg in relieving symptoms and results in a similar duration of hospitalization in children with croup.,0,0,0,0,0
Aciclovir treatment of varicella in otherwise healthy children,0,0,0,0,0
Study objective: To determine whether acyclovir administered orally affects the duration and severity of varicella in otherwise normal children.,0,0,0,0,0
"Design: Randomized, placebo-controlled, double-blind trial",1,1,0,0,0
Setting: Patients' residence and university hospital clinic,0,0,0,0,0
Patients: One hundred five children between 5 and 16 years of age with laboratory-confirmed varicella entered the study,0,0,0,0,0
"Of the 102 who were included in the final analysis, 50 received acyclovir and 52 received placebo.",0,0,0,0,0
"Intervention: Placebo or acyclovir was given orally four times daily, for 5 to 7 days",0,0,0,0,0
"The acyclovir dose was adjusted as follows: 5 to 7 years of age, 20 mg/kg; 7 to 12 years, 15 mg/kg; and 12 to 16 years, 10 mg/kg.",0,0,0,0,0
"Measurements and main results: Acyclovir recipients, compared with the placebo group, defervesced sooner (median, 1 day vs 2 days; p = 0.001), experienced onset of cutaneous healing sooner, as reflected by a decrease in number of lesions (median, 3 days vs 2 days; p = 0.002), and had fewer skin lesions (median, 500 vs 336; p = 0.02)",0,0,0,0,0
Acyclovir did not significantly change the rate of complications of varicella (10% in the acyclovir group vs 13.5% among placebo subjects),0,0,0,0,0
Adverse drug effects were not observed,0,0,0,0,0
"Acyclovir recipients had lower geometric mean serum antibody titers to varicella-zoster virus than their placebo counterparts 4 weeks after the onset of illness, but antibody titers in both groups were similar 1 year later.",0,0,0,0,0
Conclusions: These results provide evidence that acyclovir is useful and well tolerated for treatment of varicella in otherwise healthy children.,0,0,0,0,0
Acyclovir treatment of varicella in otherwise healthy adolescents,0,0,0,0,0
The Collaborative Acyclovir Varicella Study Group,0,0,0,0,0
"Study objective: To determine whether orally administered acyclovir is of therapeutic benefit for varicella in otherwise healthy adolescents, and to compare the severity of the disease in adolescents with that in younger children.",0,0,0,0,0
"Design: Multicenter, randomized, placebo-controlled, double-blind trial.",1,1,0,0,0
Setting: Patients' homes and university hospital clinics.,0,0,0,0,0
Patients: Sixty-eight adolescents between 13 and 18 years of age with varicella entered the study,0,0,0,0,0
"Of the 62 adolescents with laboratory-confirmed varicella who were included in the final analysis, 31 received acyclovir and 31 received placebo.",0,0,0,0,0
"Interventions: Placebo or an 800 mg acyclovir tablet was given orally four times daily for 5 days, beginning within 24 hours of onset of rash.",0,0,0,0,0
"Measurements and main results: Acyclovir recipients had significant reductions in times to cessation of new lesion formation (p less than 0.001), maximum number of lesions (p = 0.019), and defervescence (p = 0.045)",0,0,0,0,0
"Mean constitutional illness score was significantly reduced on day 4 (0.5 vs 1.5, p = 0.05), as was the mean number of residual hypopigmented lesions present on 28-day follow-up examination (22.7 vs 92.7, p = 0.018)",0,0,0,0,0
"Two complications, both bacterial superinfections, occurred in placebo recipients",0,0,0,0,0
Adverse experiences and varicella-zoster virus antibody titers measured 28 days after enrollment were similar in both treatment groups,0,0,0,0,0
"Comparison of placebo recipients with children 2 to 12 years of age participating in a companion study indicated that varicella is more severe in adolescents: mean maximum total lesions (421 vs 347, p = 0.003), mean maximum constitutional illness score (3.1 vs 2.2, p = 0.032), and mean number of residual lesions (92.7 vs 33.2, p = 0.01) were all greater in the adolescent population.",0,0,0,0,0
Conclusions: Oral acyclovir therapy is safe and effective for treatment of varicella in otherwise healthy adolescents; this may be an appropriate subgroup for treatment with antiviral drugs because the disease is more severe in them than in younger children.,0,0,0,0,0
"Hands-on robotic unicompartmental knee replacement: a prospective, randomised controlled study of the acrobot system",1,0,0,0,0
"We performed a prospective, randomised controlled trial of unicompartmental knee arthroplasty comparing the performance of the Acrobot system with conventional surgery",1,0,0,0,0
A total of 27 patients (28 knees) awaiting unicompartmental knee arthroplasty were randomly allocated to have the operation performed conventionally or with the assistance of the Acrobot,1,0,0,0,0
"The primary outcome measurement was the angle of tibiofemoral alignment in the coronal plane, measured by CT",0,0,0,0,0
Other secondary parameters were evaluated and are reported,0,0,0,0,0
"All of the Acrobot group had tibiofemoral alignment in the coronal plane within 2 degrees of the planned position, while only 40% of the conventional group achieved this level of accuracy",0,0,0,0,0
"While the operations took longer, no adverse effects were noted, and there was a trend towards improvement in performance with increasing accuracy based on the Western Ontario and McMaster Universities Osteoarthritis Index and American Knee Society scores at six weeks and three months",0,0,0,0,0
The Acrobot device allows the surgeon to reproduce a pre-operative plan more reliably than is possible using conventional techniques which may have clinical advantages.,0,0,0,0,0
Evaluation of robotic cardiac surgery simulation training: A randomized controlled trial,1,0,0,0,0
Objective: To compare the currently available simulation training modalities used to teach robotic surgery.,0,0,0,0,0
"Methods: Forty surgical trainees completed a standardized robotic 10-cm dissection of the internal thoracic artery and placed 3 sutures of a mitral valve annuloplasty in porcine models and were then randomized to a wet lab, a dry lab, a virtual reality lab, or a control group that received no additional training",1,0,0,1,0
All groups trained to a level of proficiency determined by 2 expert robotic cardiac surgeons,0,0,0,0,0
All assessments were evaluated using the Global Evaluative Assessment of Robotic Skills in a blinded fashion.,0,0,0,0,0
Conclusions: We have completed the first randomized controlled trial to objectively compare the different training modalities of robotic surgery,1,0,0,0,0
Our data demonstrate the significant benefits of wet lab and virtual reality robotic simulation training and highlight key differences in current training methods,0,0,0,0,0
"This study can help guide training programs in investing resources in cost-effective, high-yield simulation exercises.",0,0,0,0,0
Clinicians entered baseline data via a telephone voice-activated or a secure web-based randomisation system,1,0,0,1,0
"After the system had recorded and checked the data, patients were allocated either immediate thrombolysis with 0·9 mg/kg of intravenous rt-PA to a maximum of 90 mg (10% bolus with the remainder over 1 h) or control treatment",0,0,0,0,0
The system would not accept patients with blood pressure or glucose levels outside protocol-defined criteria (appendix pp 4–5) or other data inconsistencies,0,0,0,0,0
"The system used a minimisation algorithm to achieve optimum balance for key prognostic factors (table 1), and from January, 2006, minimisation was additionally stratified by world region and then minimised on all the other key factors within regions.",0,0,0,0,0
"To be eligible to join the trial, participating hospitals had to have an organised system of stroke care",0,0,0,0,0
"Acute-care protocols were not specified by the trial, but had to include the components of effective stroke-unit care,19 including, soon after admission, intravenous access, monitoring of physiological variables, correction of any abnormalities, and where clinically appropriate, intravenous-fluid therapy",0,0,0,0,0
"All patients in the trial were to be treated within that organised system of stroke care, irrespective of treatment allocation",0,0,0,0,0
Patients allocated to the control group were to avoid treatment with rt-PA and received stroke care in the same clinical environment as those allocated to the rt-PA group,0,0,0,0,0
Both treatment groups had blood pressure monitored closely over the first 24 h.,0,0,0,0,0
"In the double-blinded phase, both groups were to avoid antiplatelet or anticoagulant therapy for 24 h",0,1,0,0,0
"In the open phase, patients allocated to the control group were to start aspirin immediately",0,0,0,0,0
"Blood pressure was managed in the same way in both treatment groups, according to local protocol",0,0,0,0,0
"Additionally, all centres were asked for their pretrial experience of thrombolysis for treatment of stroke, and if the centre had, before joining the trial, a protocol for open-label use of rt-PA and had treated at least three people in the 12 months before joining the trial, the centre was classed as experienced.",0,0,0,0,0
All patients had a CT or MRI brain scan before randomisation and a follow-up scan at 24–48 h. ,1,0,0,0,0
A repeat brain scan was required if the patient deteriorated neurologically or intracranial haemorrhage was suspected for any reason.,0,0,0,0,0
"Although CT scanning was preferred, MRI was allowed",0,0,0,0,0
"All scans were sent to the trial centre in Edinburgh for masked central rating of any signs of visible early ischaemia (presence and extent of hypo-attenuation, swelling, hyperattenuated artery), haemorrhage, and background brain changes (leukoaraiosis, atrophy, prior stroke lesions, non-stroke lesions) with validated rating methods.20–25 ",0,0,0,0,0
"Images were assessed with all original identifiers stripped from the record, and then viewed via a secure web-based image viewing system by an international panel of expert radiologists",0,0,0,0,1
All assessments were made masked to all patient details and treatment allocation.,0,0,0,0,1
Data on potential reports of any of these events were extracted from the trial database and presented to the adjudication committee who were masked to treatment allocation,0,0,0,0,1
"To avoid predictable alternation of treatment allocation, and thus potential loss of allocation concealment, patients were allocated with a probability of 0·80 to the treatment group that would minimise the difference between the groups on the key prognostic factors",0,0,0,0,1
Additional details of the procedures used in the double-blinded phase of the study are reported elsewhere,0,1,0,0,1
"The randomisation system informed local clinicians of the patients' unique trial identification number, and the weight-adjusted dose of drug or placebo in the double-blinded phase, or of the weight-adjusted drug dose among those allocated thrombolysis in the open phase, to be given as a 10% bolus with the remainder by an infusion over 1 h.",1,1,0,1,1
"With the exception of the 276 patients treated in the double-blinded phase of the trial, treatment was given openly and neither the patient nor the treating clinicians were masked. ",0,1,0,0,0
"Hospital staff completed an early outcome form at 7 days, death, or hospital discharge, whichever occured first, recording details of events occurring in hospital within 7 days, details of background treatments given and functional status",0,0,1,0,0
"6 months after randomisation, general practitioners (or hospital coordinators) were contacted by the IST-3 trial office staff to check that the patient was alive and inform them that they might be approached for follow-up",1,0,1,0,0
"If appropriate, the IST-3 trial office masked staff then mailed a postal questionnaire to patients to assess outcome",0,0,1,0,0
"Non-responders were contacted by telephone, and follow-up data was obtained by telephone interview",0,0,1,0,0
"In Italy and Austria, all follow-ups were done as telephone interviews by a clinician, who was masked to treatment allocation and was highly experienced in outcome assessment",0,0,1,0,0
"In Portugal, patients were followed up in clinic by clinicians not involved in the patients' initial treatment, again, masked to treatment allocation as far as possible",0,0,1,0,0
"To assess the durability of any treatment benefit beyond 6 months, patients recruited in the UK (and in other countries where appropriate funding had been obtained) were also followed up at 18 months",0,0,1,0,0
"All follow-up done by patient contact for these analyses ceased on March 31, 2012, but recording of deaths from national registries of deaths continues in UK, Norway, and Sweden.",0,0,1,0,0
